country,value,year,month
japan,100.0,2018,11
japan,99.7,2018,12
japan,99.7,2019,1
japan,99.7,2019,2
japan,99.7,2019,3
japan,100.0,2019,4
japan,100.0,2019,5
japan,99.8,2019,6
japan,99.8,2019,7
japan,100.0,2019,8
japan,100.1,2019,9
japan,100.4,2019,10
japan,100.5,2019,11
japan,100.5,2019,12
japan,100.5,2020,1
japan,100.3,2020,2
japan,100.3,2020,3
japan,100.2,2020,4
japan,100.1,2020,5
japan,99.9,2020,6
japan,100.0,2020,7
japan,100.1,2020,8
japan,99.9,2020,9
japan,99.8,2020,10
japan,99.5,2020,11
japan,99.3,2020,12
japan,99.8,2021,1
japan,99.8,2021,2
japan,99.9,2021,3
japan,99.1,2021,4
japan,99.4,2021,5
japan,99.5,2021,6
japan,99.7,2021,7
japan,99.7,2021,8
japan,100.1,2021,9
japan,99.9,2021,10
japan,100.1,2021,11
japan,100.1,2021,12
japan,100.3,2022,1
japan,100.7,2022,2
japan,101.1,2022,3
japan,101.5,2022,4
japan,101.8,2022,5
japan,101.8,2022,6
japan,102.3,2022,7
japan,102.7,2022,8
japan,103.1,2022,9
japan,103.7,2022,10
japan,103.9,2022,11
japan,104.1,2022,12
japan,104.7,2023,1
japan,104.0,2023,2
japan,104.4,2023,3
japan,105.1,2023,4
japan,105.1,2023,5
japan,105.2,2023,6
japan,105.7,2023,7
japan,105.9,2023,8
japan,106.2,2023,9
japan,107.1,2023,10
japan,106.9,2023,11
japan,106.8,2023,12
japan,106.9,2024,1
japan,106.9,2024,2
japan,107.2,2024,3
japan,107.7,2024,4
japan,108.1,2024,5
japan,108.2,2024,6
japan,108.6,2024,7
japan,109.1,2024,8
japan,108.9,2024,9
japan,109.5,2024,10
japan,110.0,2024,11
japan,110.7,2024,12
japan,111.2,2025,1
japan,110.8,2025,2
japan,111.1,2025,3
japan,111.5,2025,4
japan,111.8,2025,5
japan,111.7,2025,6
japan,111.9,2025,7
japan,112.1,2025,8
japan,112.0,2025,9
japan,112.8,2025,10
japan,113.2,2025,11
japan,113.0,2025,12
japan,112.9,2026,1
japan,112.2,2026,2
south_korea,75.231,2006,1
south_korea,75.381,2006,2
south_korea,75.827,2006,3
south_korea,75.902,2006,4
south_korea,76.05,2006,5
south_korea,75.902,2006,6
south_korea,76.199,2006,7
south_korea,76.645,2006,8
south_korea,76.868,2006,9
south_korea,76.496,2006,10
south_korea,76.125,2006,11
south_korea,76.348,2006,12
south_korea,76.496,2007,1
south_korea,77.017,2007,2
south_korea,77.464,2007,3
south_korea,77.761,2007,4
south_korea,77.836,2007,5
south_korea,77.836,2007,6
south_korea,78.134,2007,7
south_korea,78.208,2007,8
south_korea,78.655,2007,9
south_korea,78.803,2007,10
south_korea,78.803,2007,11
south_korea,79.101,2007,12
south_korea,79.472,2008,1
south_korea,79.771,2008,2
south_korea,80.515,2008,3
south_korea,80.962,2008,4
south_korea,81.63,2008,5
south_korea,82.151,2008,6
south_korea,82.747,2008,7
south_korea,82.598,2008,8
south_korea,82.673,2008,9
south_korea,82.598,2008,10
south_korea,82.375,2008,11
south_korea,82.375,2008,12
south_korea,82.45,2009,1
south_korea,83.045,2009,2
south_korea,83.64,2009,3
south_korea,83.862,2009,4
south_korea,83.862,2009,5
south_korea,83.788,2009,6
south_korea,84.086,2009,7
south_korea,84.384,2009,8
south_korea,84.459,2009,9
south_korea,84.235,2009,10
south_korea,84.384,2009,11
south_korea,84.682,2009,12
south_korea,85.351,2010,1
south_korea,85.523,2010,2
south_korea,85.696,2010,3
south_korea,86.041,2010,4
south_korea,86.128,2010,5
south_korea,86.041,2010,6
south_korea,86.214,2010,7
south_korea,86.647,2010,8
south_korea,87.337,2010,9
south_korea,87.337,2010,10
south_korea,86.906,2010,11
south_korea,87.251,2010,12
south_korea,88.288,2011,1
south_korea,88.892,2011,2
south_korea,89.238,2011,3
south_korea,89.325,2011,4
south_korea,89.497,2011,5
south_korea,89.67,2011,6
south_korea,90.102,2011,7
south_korea,90.707,2011,8
south_korea,90.62,2011,9
south_korea,90.448,2011,10
south_korea,90.534,2011,11
south_korea,90.879,2011,12
south_korea,91.242,2012,1
south_korea,91.588,2012,2
south_korea,91.614,2012,3
south_korea,91.605,2012,4
south_korea,91.769,2012,5
south_korea,91.639,2012,6
south_korea,91.432,2012,7
south_korea,91.855,2012,8
south_korea,92.512,2012,9
south_korea,92.339,2012,10
south_korea,92.011,2012,11
south_korea,92.175,2012,12
south_korea,92.728,2013,1
south_korea,93.038,2013,2
south_korea,92.952,2013,3
south_korea,92.823,2013,4
south_korea,92.823,2013,5
south_korea,92.71,2013,6
south_korea,92.909,2013,7
south_korea,93.238,2013,8
south_korea,93.419,2013,9
south_korea,93.134,2013,10
south_korea,93.116,2013,11
south_korea,93.229,2013,12
south_korea,93.73,2014,1
south_korea,93.98,2014,2
south_korea,94.153,2014,3
south_korea,94.214,2014,4
south_korea,94.369,2014,5
south_korea,94.248,2014,6
south_korea,94.386,2014,7
south_korea,94.551,2014,8
south_korea,94.49,2014,9
south_korea,94.205,2014,10
south_korea,94.015,2014,11
south_korea,94.006,2014,12
south_korea,94.643,2015,1
south_korea,94.587,2015,2
south_korea,94.596,2015,3
south_korea,94.625,2015,4
south_korea,94.89,2015,5
south_korea,94.909,2015,6
south_korea,95.08,2015,7
south_korea,95.213,2015,8
south_korea,94.966,2015,9
south_korea,94.966,2015,10
south_korea,94.786,2015,11
south_korea,95.07,2015,12
south_korea,95.232,2016,1
south_korea,95.64,2016,2
south_korea,95.393,2016,3
south_korea,95.573,2016,4
south_korea,95.63,2016,5
south_korea,95.611,2016,6
south_korea,95.431,2016,7
south_korea,95.677,2016,8
south_korea,96.247,2016,9
south_korea,96.379,2016,10
south_korea,96.237,2016,11
south_korea,96.342,2016,12
south_korea,97.366,2017,1
south_korea,97.632,2017,2
south_korea,97.565,2017,3
south_korea,97.442,2017,4
south_korea,97.546,2017,5
south_korea,97.338,2017,6
south_korea,97.499,2017,7
south_korea,98.058,2017,8
south_korea,98.172,2017,9
south_korea,98.077,2017,10
south_korea,97.347,2017,11
south_korea,97.698,2017,12
south_korea,98.106,2018,1
south_korea,98.855,2018,2
south_korea,98.751,2018,3
south_korea,98.931,2018,4
south_korea,98.979,2018,5
south_korea,98.779,2018,6
south_korea,98.59,2018,7
south_korea,99.462,2018,8
south_korea,100.221,2018,9
south_korea,100.041,2018,10
south_korea,99.33,2018,11
south_korea,98.988,2018,12
south_korea,98.884,2019,1
south_korea,99.311,2019,2
south_korea,99.121,2019,3
south_korea,99.481,2019,4
south_korea,99.652,2019,5
south_korea,99.491,2019,6
south_korea,99.187,2019,7
south_korea,99.425,2019,8
south_korea,99.794,2019,9
south_korea,100.041,2019,10
south_korea,99.481,2019,11
south_korea,99.719,2019,12
south_korea,100.09,2020,1
south_korea,100.16,2020,2
south_korea,99.94,2020,3
south_korea,99.5,2020,4
south_korea,99.44,2020,5
south_korea,99.71,2020,6
south_korea,99.63,2020,7
south_korea,100.19,2020,8
south_korea,100.74,2020,9
south_korea,100.18,2020,10
south_korea,100.09,2020,11
south_korea,100.33,2020,12
south_korea,101.04,2021,1
south_korea,101.58,2021,2
south_korea,101.84,2021,3
south_korea,101.98,2021,4
south_korea,102.05,2021,5
south_korea,102.05,2021,6
south_korea,102.26,2021,7
south_korea,102.75,2021,8
south_korea,103.17,2021,9
south_korea,103.35,2021,10
south_korea,103.87,2021,11
south_korea,104.04,2021,12
south_korea,104.85,2022,1
south_korea,105.42,2022,2
south_korea,106.1,2022,3
south_korea,106.83,2022,4
south_korea,107.5,2022,5
south_korea,108.21,2022,6
south_korea,108.73,2022,7
south_korea,108.63,2022,8
south_korea,108.82,2022,9
south_korea,109.16,2022,10
south_korea,109.07,2022,11
south_korea,109.26,2022,12
south_korea,110.07,2023,1
south_korea,110.33,2023,2
south_korea,110.52,2023,3
south_korea,110.77,2023,4
south_korea,111.13,2023,5
south_korea,111.16,2023,6
south_korea,111.29,2023,7
south_korea,112.28,2023,8
south_korea,112.85,2023,9
south_korea,113.27,2023,10
south_korea,112.68,2023,11
south_korea,112.73,2023,12
south_korea,113.17,2024,1
south_korea,113.78,2024,2
south_korea,113.95,2024,3
south_korea,114.01,2024,4
south_korea,114.1,2024,5
south_korea,113.84,2024,6
south_korea,114.13,2024,7
south_korea,114.54,2024,8
south_korea,114.65,2024,9
south_korea,114.69,2024,10
south_korea,114.4,2024,11
south_korea,114.91,2024,12
south_korea,115.71,2025,1
south_korea,116.08,2025,2
south_korea,116.29,2025,3
south_korea,116.38,2025,4
south_korea,116.27,2025,5
south_korea,116.31,2025,6
south_korea,116.52,2025,7
south_korea,116.45,2025,8
south_korea,117.06,2025,9
south_korea,117.42,2025,10
south_korea,117.2,2025,11
south_korea,117.57,2025,12
south_korea,118.03,2026,1
south_korea,118.4,2026,2
mexico,60.60363,2006,1
mexico,60.69636,2006,2
mexico,60.77251,2006,3
mexico,60.86162,2006,4
mexico,60.59068,2006,5
mexico,60.643,2006,6
mexico,60.80929,2006,7
mexico,61.11961,2006,8
mexico,61.73661,2006,9
mexico,62.00652,2006,10
mexico,62.33186,2006,11
mexico,62.69242,2006,12
mexico,63.01621,2007,1
mexico,63.19235,2007,2
mexico,63.32911,2007,3
mexico,63.29129,2007,4
mexico,62.98253,2007,5
mexico,63.05817,2007,6
mexico,63.326,2007,7
mexico,63.584,2007,8
mexico,64.07771,2007,9
mexico,64.32741,2007,10
mexico,64.78122,2007,11
mexico,65.04906,2007,12
mexico,65.35056,2008,1
mexico,65.54484,2008,2
mexico,66.01989,2008,3
mexico,66.17013,2008,4
mexico,66.09863,2008,5
mexico,66.37217,2008,6
mexico,66.74206,2008,7
mexico,67.12749,2008,8
mexico,67.58494,2008,9
mexico,68.04549,2008,10
mexico,68.81894,2008,11
mexico,69.29556,2008,12
mexico,69.45615,2009,1
mexico,69.6095,2009,2
mexico,70.00995,2009,3
mexico,70.25499,2009,4
mexico,70.05036,2009,5
mexico,70.17935,2009,6
mexico,70.37051,2009,7
mexico,70.53889,2009,8
mexico,70.89272,2009,9
mexico,71.10719,2009,10
mexico,71.47604,2009,11
mexico,71.77186,2009,12
mexico,72.55205,2010,1
mexico,72.97167,2010,2
mexico,73.48972,2010,3
mexico,73.25556,2010,4
mexico,72.79398,2010,5
mexico,72.77119,2010,6
mexico,72.92919,2010,7
mexico,73.13175,2010,8
mexico,73.51511,2010,9
mexico,73.96893,2010,10
mexico,74.56158,2010,11
mexico,74.93095,2010,12
mexico,75.29599,2011,1
mexico,75.57846,2011,2
mexico,75.72345,2011,3
mexico,75.71744,2011,4
mexico,75.15926,2011,5
mexico,75.15551,2011,6
mexico,75.51611,2011,7
mexico,75.63555,2011,8
mexico,75.82111,2011,9
mexico,76.33271,2011,10
mexico,77.15833,2011,11
mexico,77.79239,2011,12
mexico,78.34305,2012,1
mexico,78.50231,2012,2
mexico,78.54739,2012,3
mexico,78.30098,2012,4
mexico,78.05382,2012,5
mexico,78.41367,2012,6
mexico,78.8539,2012,7
mexico,79.09054,2012,8
mexico,79.43912,2012,9
mexico,79.84103,2012,10
mexico,80.38344,2012,11
mexico,80.56824,2012,12
mexico,80.89278,2013,1
mexico,81.29094,2013,2
mexico,81.88744,2013,3
mexico,81.94152,2013,4
mexico,81.66882,2013,5
mexico,81.61924,2013,6
mexico,81.59219,2013,7
mexico,81.82433,2013,8
mexico,82.13234,2013,9
mexico,82.52299,2013,10
mexico,83.29227,2013,11
mexico,83.77006,2013,12
mexico,84.51905,2014,1
mexico,84.73315,2014,2
mexico,84.96529,2014,3
mexico,84.80678,2014,4
mexico,84.53558,2014,5
mexico,84.68208,2014,6
mexico,84.91496,2014,7
mexico,85.21996,2014,8
mexico,85.59634,2014,9
mexico,86.06963,2014,10
mexico,86.76378,2014,11
mexico,87.18898,2014,12
mexico,87.1101,2015,1
mexico,87.27538,2015,2
mexico,87.63071,2015,3
mexico,87.40384,2015,4
mexico,86.96737,2015,5
mexico,87.11311,2015,6
mexico,87.24082,2015,7
mexico,87.42487,2015,8
mexico,87.75242,2015,9
mexico,88.20392,2015,10
mexico,88.68547,2015,11
mexico,89.04681,2015,12
mexico,89.38638,2016,1
mexico,89.77778,2016,2
